code:U+1F473 U+1F3FF U+200D U+2640 U+FE0F; desc:woman wearing turban: dark skin tone; tags:dark skin tone | turban | woman
code:U+1F472; desc:man with Chinese cap; tags:gua pi mao | hat | man
code:U+1F472 U+1F3FB; desc:man with Chinese cap: light skin tone; tags:gua pi mao | hat | light skin tone | man
code:U+1F472 U+1F3FC; desc:man with Chinese cap: medium-light skin tone; tags:gua pi mao | hat | man | medium-light skin tone
code:U+1F472 U+1F3FD; desc:man with Chinese cap: medium skin tone; tags:gua pi mao | hat | man | medium skin tone
code:U+1F472 U+1F3FE; desc:man with Chinese cap: medium-dark skin tone; tags:gua pi mao | hat | man | medium-dark skin tone
code:U+1F472 U+1F3FF; desc:man with Chinese cap: dark skin tone; tags:dark skin tone | gua pi mao | hat | man
code:U+1F9D5     ;desc:woman with headscarf; tags:headscarf | hijab | mantilla | tichel
code:U+1F9D5 U+1F3FB  ;desc:woman with headscarf: light skin tone; tags:headscarf | hijab | light skin tone | mantilla | tichel
code:U+1F9D5 U+1F3FC  ;desc:woman with headscarf: medium-light skin tone; tags:headscarf | hijab | mantilla | medium-light skin tone | tichel
code:U+1F9D5 U+1F3FD  ;desc:woman with headscarf: medium skin tone; tags:headscarf | hijab | mantilla | medium skin tone | tichel
code:U+1F9D5 U+1F3FE  ;desc:woman with headscarf: medium-dark skin tone; tags:headscarf | hijab | mantilla | medium-dark skin tone | tichel
code:U+1F9D5 U+1F3FF  ;desc:woman with headscarf: dark skin tone; tags:dark skin tone | headscarf | hijab | mantilla | tichel
code:U+1F9D4   ;desc:bearded person
code:U+1F9D4 U+1F3FB  ;desc:bearded person: light skin tone; tags:light skin tone
code:U+1F9D4 U+1F3FC  ;desc:bearded person: medium-light skin tone; tags:medium-light skin tone
code:U+1F9D4 U+1F3FD  ;desc:bearded person: medium skin tone; tags:medium skin tone
code:U+1F9D4 U+1F3FE  ;desc:bearded person: medium-dark skin tone; tags:medium-dark skin tone
code:U+1F9D4 U+1F3FF  ;desc:bearded person: dark skin tone; tags:dark skin tone
code:U+1F471; desc:blond-haired person; tags:blond
code:U+1F471 U+1F3FB; desc:blond-haired person: light skin tone; tags:blond | light skin tone
code:U+1F471 U+1F3FC; desc:blond-haired person: medium-light skin tone; tags:blond | medium-light skin tone
code:U+1F471 U+1F3FD; desc:blond-haired person: medium skin tone; tags:blond | medium skin tone
code:U+1F471 U+1F3FE; desc:blond-haired person: medium-dark skin tone; tags:blond | medium-dark skin tone
code:U+1F471 U+1F3FF; desc:blond-haired person: dark skin tone; tags:blond | dark skin tone
code:U+1F471 U+200D U+2642 U+FE0F; desc:blond-haired man; tags:blond | man
code:U+1F471 U+1F3FB U+200D U+2642 U+FE0F; desc:blond-haired man: light skin tone; tags:blond | light skin tone | man
code:U+1F471 U+1F3FC U+200D U+2642 U+FE0F; desc:blond-haired man: medium-light skin tone; tags:blond | man | medium-light skin tone
code:U+1F471 U+1F3FD U+200D U+2642 U+FE0F; desc:blond-haired man: medium skin tone; tags:blond | man | medium skin tone
code:U+1F471 U+1F3FE U+200D U+2642 U+FE0F; desc:blond-haired man: medium-dark skin tone; tags:blond | man | medium-dark skin tone
code:U+1F471 U+1F3FF U+200D U+2642 U+FE0F; desc:blond-haired man: dark skin tone; tags:blond | dark skin tone | man
code:U+1F471 U+200D U+2640 U+FE0F; desc:blond-haired woman; tags:blonde | woman
code:U+1F471 U+1F3FB U+200D U+2640 U+FE0F; desc:blond-haired woman: light skin tone; tags:blonde | light skin tone | woman
code:U+1F471 U+1F3FC U+200D U+2640 U+FE0F; desc:blond-haired woman: medium-light skin tone; tags:blonde | medium-light skin tone | woman
code:U+1F471 U+1F3FD U+200D U+2640 U+FE0F; desc:blond-haired woman: medium skin tone; tags:blonde | medium skin tone | woman
code:U+1F471 U+1F3FE U+200D U+2640 U+FE0F; desc:blond-haired woman: medium-dark skin tone; tags:blonde | medium-dark skin tone | woman
code:U+1F471 U+1F3FF U+200D U+2640 U+FE0F; desc:blond-haired woman: dark skin tone; tags:blonde | dark skin tone | woman
code:U+1F935; desc:man in tuxedo; tags:groom | man | tuxedo
code:U+1F935 U+1F3FB; desc:man in tuxedo: light skin tone; tags:groom | light skin tone | man | tuxedo
code:U+1F935 U+1F3FC; desc:man in tuxedo: medium-light skin tone; tags:groom | man | medium-light skin tone | tuxedo
code:U+1F935 U+1F3FD; desc:man in tuxedo: medium skin tone; tags:groom | man | medium skin tone | tuxedo
code:U+1F935 U+1F3FE; desc:man in tuxedo: medium-dark skin tone; tags:groom | man | medium-dark skin tone | tuxedo
code:U+1F935 U+1F3FF; desc:man in tuxedo: dark skin tone; tags:dark skin tone | groom | man | tuxedo
code:U+1F470; desc:bride with veil; tags:bride | veil | wedding
code:U+1F470 U+1F3FB; desc:bride with veil: light skin tone; tags:bride | light skin tone | veil | wedding
code:U+1F470 U+1F3FC; desc:bride with veil: medium-light skin tone; tags:bride | medium-light skin tone | veil | wedding
code:U+1F470 U+1F3FD; desc:bride with veil: medium skin tone; tags:bride | medium skin tone | veil | wedding
code:U+1F470 U+1F3FE; desc:bride with veil: medium-dark skin tone; tags:bride | medium-dark skin tone | veil | wedding
code:U+1F470 U+1F3FF; desc:bride with veil: dark skin tone; tags:bride | dark skin tone | veil | wedding
code:U+1F930; desc:pregnant woman; tags:pregnant | woman
code:U+1F930 U+1F3FB; desc:pregnant woman: light skin tone; tags:light skin tone | pregnant | woman
code:U+1F930 U+1F3FC; desc:pregnant woman: medium-light skin tone; tags:medium-light skin tone | pregnant | woman
code:U+1F930 U+1F3FD; desc:pregnant woman: medium skin tone; tags:medium skin tone | pregnant | woman
code:U+1F930 U+1F3FE; desc:pregnant woman: medium-dark skin tone; tags:medium-dark skin tone | pregnant | woman
code:U+1F930 U+1F3FF; desc:pregnant woman: dark skin tone; tags:dark skin tone | pregnant | woman
code:U+1F931   ;desc:breast-feeding
code:U+1F931 U+1F3FB  ;desc:breast-feeding: light skin tone; tags:light skin tone
code:U+1F931 U+1F3FC  ;desc:breast-feeding: medium-light skin tone; tags:medium-light skin tone
code:U+1F931 U+1F3FD  ;desc:breast-feeding: medium skin tone; tags:medium skin tone
code:U+1F931 U+1F3FE  ;desc:breast-feeding: medium-dark skin tone; tags:medium-dark skin tone
code:U+1F931 U+1F3FF  ;desc:breast-feeding: dark skin tone; tags:dark skin tone
code:U+1F47C; desc:baby angel; tags:angel | baby | face | fairy tale | fantasy
code:U+1F47C U+1F3FB; desc:baby angel: light skin tone; tags:angel | baby | face | fairy tale | fantasy | light skin tone
code:U+1F47C U+1F3FC; desc:baby angel: medium-light skin tone; tags:angel | baby | face | fairy tale | fantasy | medium-light skin tone
code:U+1F47C U+1F3FD; desc:baby angel: medium skin tone; tags:angel | baby | face | fairy tale | fantasy | medium skin tone
code:U+1F47C U+1F3FE; desc:baby angel: medium-dark skin tone; tags:angel | baby | face | fairy tale | fantasy | medium-dark skin tone
code:U+1F47C U+1F3FF; desc:baby angel: dark skin tone; tags:angel | baby | dark skin tone | face | fairy tale | fantasy
code:U+1F385; desc:Santa Claus; tags:celebration | Christmas | claus | father | santa
code:U+1F385 U+1F3FB; desc:Santa Claus: light skin tone; tags:celebration | Christmas | claus | father | light skin tone | santa
code:U+1F385 U+1F3FC; desc:Santa Claus: medium-light skin tone; tags:celebration | Christmas | claus | father | medium-light skin tone | santa
code:U+1F385 U+1F3FD; desc:Santa Claus: medium skin tone; tags:celebration | Christmas | claus | father | medium skin tone | santa
code:U+1F385 U+1F3FE; desc:Santa Claus: medium-dark skin tone; tags:celebration | Christmas | claus | father | medium-dark skin tone | santa
code:U+1F385 U+1F3FF; desc:Santa Claus: dark skin tone; tags:celebration | Christmas | claus | dark skin tone | father | santa
code:U+1F936; tags:Mrs. Claus; tags:celebration | Christmas | claus | mother | Mrs.
code:U+1F936 U+1F3FB; tags:Mrs. Claus: light skin tone; tags:celebration | Christmas | claus | light skin tone | mother | Mrs.
code:U+1F936 U+1F3FC; tags:Mrs. Claus: medium-light skin tone; tags:celebration | Christmas | claus | medium-light skin tone | mother | Mrs.
code:U+1F936 U+1F3FD; tags:Mrs. Claus: medium skin tone; tags:celebration | Christmas | claus | medium skin tone | mother | Mrs.
code:U+1F936 U+1F3FE; tags:Mrs. Claus: medium-dark skin tone; tags:celebration | Christmas | claus | medium-dark skin tone | mother | Mrs.
code:U+1F936 U+1F3FF; tags:Mrs. Claus: dark skin tone; tags:celebration | Christmas | claus | dark skin tone | mother | Mrs.
code:U+1F9D9   ;desc:mage; tags:sorcerer | sorceress | witch | wizard
code:U+1F9D9 U+1F3FB  ;desc:mage: light skin tone; tags:light skin tone | sorcerer | sorceress | witch | wizard
code:U+1F9D9 U+1F3FC  ;desc:mage: medium-light skin tone; tags:medium-light skin tone | sorcerer | sorceress | witch | wizard
code:U+1F9D9 U+1F3FD  ;desc:mage: medium skin tone; tags:medium skin tone | sorcerer | sorceress | witch | wizard
code:U+1F9D9 U+1F3FE  ;desc:mage: medium-dark skin tone; tags:medium-dark skin tone | sorcerer | sorceress | witch | wizard
code:U+1F9D9 U+1F3FF  ;desc:mage: dark skin tone; tags:dark skin tone | sorcerer | sorceress | witch | wizard
code:U+1F9D9 U+200D U+2640 U+FE0F  ;desc:woman mage; tags:sorceress | witch
code:U+1F9D9 U+1F3FB U+200D U+2640 U+FE0F  ;desc:woman mage: light skin tone; tags:light skin tone | sorceress | witch
code:U+1F9D9 U+1F3FC U+200D U+2640 U+FE0F  ;desc:woman mage: medium-light skin tone; tags:medium-light skin tone | sorceress | witch
code:U+1F9D9 U+1F3FD U+200D U+2640 U+FE0F  ;desc:woman mage: medium skin tone; tags:medium skin tone | sorceress | witch
code:U+1F9D9 U+1F3FE U+200D U+2640 U+FE0F  ;desc:woman mage: medium-dark skin tone; tags:medium-dark skin tone | sorceress | witch
code:U+1F9D9 U+1F3FF U+200D U+2640 U+FE0F  ;desc:woman mage: dark skin tone; tags:dark skin tone | sorceress | witch
code:U+1F9D9 U+200D U+2642 U+FE0F  ;desc:man mage; tags:sorcerer | wizard
code:U+1F9D9 U+1F3FB U+200D U+2642 U+FE0F  ;desc:man mage: light skin tone; tags:light skin tone | sorcerer | wizard
code:U+1F9D9 U+1F3FC U+200D U+2642 U+FE0F  ;desc:man mage: medium-light skin tone; tags:medium-light skin tone | sorcerer | wizard
code:U+1F9D9 U+1F3FD U+200D U+2642 U+FE0F  ;desc:man mage: medium skin tone; tags:medium skin tone | sorcerer | wizard
code:U+1F9D9 U+1F3FE U+200D U+2642 U+FE0F  ;desc:man mage: medium-dark skin tone; tags:medium-dark skin tone | sorcerer | wizard
code:U+1F9D9 U+1F3FF U+200D U+2642 U+FE0F  ;desc:man mage: dark skin tone; tags:dark skin tone | sorcerer | wizard
code:U+1F9DA   ;desc:fairy; tags:Oberon | Puck | Titania
code:U+1F9DA U+1F3FB  ;desc:fairy: light skin tone; tags:light skin tone | Oberon | Puck | Titania
code:U+1F9DA U+1F3FC  ;desc:fairy: medium-light skin tone; tags:medium-light skin tone | Oberon | Puck | Titania
code:U+1F9DA U+1F3FD  ;desc:fairy: medium skin tone; tags:medium skin tone | Oberon | Puck | Titania
code:U+1F9DA U+1F3FE  ;desc:fairy: medium-dark skin tone; tags:medium-dark skin tone | Oberon | Puck | Titania
code:U+1F9DA U+1F3FF  ;desc:fairy: dark skin tone; tags:dark skin tone | Oberon | Puck | Titania
code:U+1F9DA U+200D U+2640 U+FE0F  ;desc:woman fairy; tags:Titania
code:U+1F9DA U+1F3FB U+200D U+2640 U+FE0F  ;desc:woman fairy: light skin tone; tags:light skin tone | Titania
code:U+1F9DA U+1F3FC U+200D U+2640 U+FE0F  ;desc:woman fairy: medium-light skin tone; tags:medium-light skin tone | Titania
code:U+1F9DA U+1F3FD U+200D U+2640 U+FE0F  ;desc:woman fairy: medium skin tone; tags:medium skin tone | Titania
code:U+1F9DA U+1F3FE U+200D U+2640 U+FE0F  ;desc:woman fairy: medium-dark skin tone; tags:medium-dark skin tone | Titania
code:U+1F9DA U+1F3FF U+200D U+2640 U+FE0F  ;desc:woman fairy: dark skin tone; tags:dark skin tone | Titania
code:U+1F9DA U+200D U+2642 U+FE0F  ;desc:man fairy; tags:Oberon | Puck
code:U+1F9DA U+1F3FB U+200D U+2642 U+FE0F  ;desc:man fairy: light skin tone; tags:light skin tone | Oberon | Puck
code:U+1F9DA U+1F3FC U+200D U+2642 U+FE0F  ;desc:man fairy: medium-light skin tone; tags:medium-light skin tone | Oberon | Puck
code:U+1F9DA U+1F3FD U+200D U+2642 U+FE0F  ;desc:man fairy: medium skin tone; tags:medium skin tone | Oberon | Puck
code:U+1F9DA U+1F3FE U+200D U+2642 U+FE0F  ;desc:man fairy: medium-dark skin tone; tags:medium-dark skin tone | Oberon | Puck
code:U+1F9DA U+1F3FF U+200D U+2642 U+FE0F  ;desc:man fairy: dark skin tone; tags:dark skin tone | Oberon | Puck
code:U+1F9DB   ;desc:vampire; tags:Dracula | undead
code:U+1F9DB U+1F3FB  ;desc:vampire: light skin tone; tags:Dracula | light skin tone | undead
code:U+1F9DB U+1F3FC  ;desc:vampire: medium-light skin tone; tags:Dracula | medium-light skin tone | undead
code:U+1F9DB U+1F3FD  ;desc:vampire: medium skin tone; tags:Dracula | medium skin tone | undead
code:U+1F9DB U+1F3FE  ;desc:vampire: medium-dark skin tone; tags:Dracula | medium-dark skin tone | undead
code:U+1F9DB U+1F3FF  ;desc:vampire: dark skin tone; tags:dark skin tone | Dracula | undead
code:U+1F9DB U+200D U+2640 U+FE0F  ;desc:woman vampire; tags:undead
code:U+1F9DB U+1F3FB U+200D U+2640 U+FE0F  ;desc:woman vampire: light skin tone; tags:light skin tone | undead
code:U+1F9DB U+1F3FC U+200D U+2640 U+FE0F  ;desc:woman vampire: medium-light skin tone; tags:medium-light skin tone | undead
code:U+1F9DB U+1F3FD U+200D U+2640 U+FE0F  ;desc:woman vampire: medium skin tone; tags:medium skin tone | undead
code:U+1F9DB U+1F3FE U+200D U+2640 U+FE0F  ;desc:woman vampire: medium-dark skin tone; tags:medium-dark skin tone | undead
code:U+1F9DB U+1F3FF U+200D U+2640 U+FE0F  ;desc:woman vampire: dark skin tone; tags:dark skin tone | undead
code:U+1F9DB U+200D U+2642 U+FE0F  ;desc:man vampire; tags:Dracula | undead
code:U+1F9DB U+1F3FB U+200D U+2642 U+FE0F  ;desc:man vampire: light skin tone; tags:Dracula | light skin tone | undead
code:U+1F9DB U+1F3FC U+200D U+2642 U+FE0F  ;desc:man vampire: medium-light skin tone; tags:Dracula | medium-light skin tone | undead
code:U+1F9DB U+1F3FD U+200D U+2642 U+FE0F  ;desc:man vampire: medium skin tone; tags:Dracula | medium skin tone | undead
code:U+1F9DB U+1F3FE U+200D U+2642 U+FE0F  ;desc:man vampire: medium-dark skin tone; tags:Dracula | medium-dark skin tone | undead
code:U+1F9DB U+1F3FF U+200D U+2642 U+FE0F  ;desc:man vampire: dark skin tone; tags:dark skin tone | Dracula | undead
code:U+1F9DC    ;desc:merperson; tags:mermaid | merman | merwoman
code:U+1F9DC U+1F3FB  ;desc:merperson: light skin tone; tags:light skin tone | mermaid | merman | merwoman
code:U+1F9DC U+1F3FC  ;desc:merperson: medium-light skin tone; tags:medium-light skin tone | mermaid | merman | merwoman
code:U+1F9DC U+1F3FD  ;desc:merperson: medium skin tone; tags:medium skin tone | mermaid | merman | merwoman
code:U+1F9DC U+1F3FE  ;desc:merperson: medium-dark skin tone; tags:medium-dark skin tone | mermaid | merman | merwoman
code:U+1F9DC U+1F3FF  ;desc:merperson: dark skin tone; tags:dark skin tone | mermaid | merman | merwoman
code:U+1F9DC U+200D U+2640 U+FE0F  ;desc:mermaid; tags:merwoman
code:U+1F9DC U+1F3FB U+200D U+2640 U+FE0F  ;desc:mermaid: light skin tone; tags:light skin tone | merwoman
code:U+1F9DC U+1F3FC U+200D U+2640 U+FE0F  ;desc:mermaid: medium-light skin tone; tags:medium-light skin tone | merwoman
code:U+1F9DC U+1F3FD U+200D U+2640 U+FE0F  ;desc:mermaid: medium skin tone; tags:medium skin tone | merwoman
code:U+1F9DC U+1F3FE U+200D U+2640 U+FE0F  ;desc:mermaid: medium-dark skin tone; tags:medium-dark skin tone | merwoman
code:U+1F9DC U+1F3FF U+200D U+2640 U+FE0F  ;desc:mermaid: dark skin tone; tags:dark skin tone | merwoman
code:U+1F9DC U+200D U+2642 U+FE0F  ;desc:merman
code:U+1F9DC U+1F3FB U+200D U+2642 U+FE0F  ;desc:merman: light skin tone; tags:light skin tone
code:U+1F9DC U+1F3FC U+200D U+2642 U+FE0F  ;desc:merman: medium-light skin tone; tags:medium-light skin tone
code:U+1F9DC U+1F3FD U+200D U+2642 U+FE0F  ;desc:merman: medium skin tone; tags:medium skin tone
code:U+1F9DC U+1F3FE U+200D U+2642 U+FE0F  ;desc:merman: medium-dark skin tone; tags:medium-dark skin tone
code:U+1F9DC U+1F3FF U+200D U+2642 U+FE0F  ;desc:merman: dark skin tone; tags:dark skin tone
code:U+1F9DD   ;desc:elf
code:U+1F9DD U+1F3FB  ;desc:elf: light skin tone; tags:light skin tone
code:U+1F9DD U+1F3FC  ;desc:elf: medium-light skin tone; tags:medium-light skin tone
code:U+1F9DD U+1F3FD  ;desc:elf: medium skin tone; tags:medium skin tone
code:U+1F9DD U+1F3FE  ;desc:elf: medium-dark skin tone; tags:medium-dark skin tone
code:U+1F9DD U+1F3FF  ;desc:elf: dark skin tone; tags:dark skin tone
code:U+1F9DD U+200D U+2640 U+FE0F  ;desc:woman elf
code:U+1F9DD U+1F3FB U+200D U+2640 U+FE0F  ;desc:woman elf: light skin tone; tags:light skin tone
code:U+1F9DD U+1F3FC U+200D U+2640 U+FE0F  ;desc:woman elf: medium-light skin tone; tags:medium-light skin tone
code:U+1F9DD U+1F3FD U+200D U+2640 U+FE0F  ;desc:woman elf: medium skin tone; tags:medium skin tone
code:U+1F9DD U+1F3FE U+200D U+2640 U+FE0F  ;desc:woman elf: medium-dark skin tone; tags:medium-dark skin tone
code:U+1F9DD U+1F3FF U+200D U+2640 U+FE0F  ;desc:woman elf: dark skin tone; tags:dark skin tone
code:U+1F9DD U+200D U+2642 U+FE0F  ;desc:man elf
code:U+1F9DD U+1F3FB U+200D U+2642 U+FE0F  ;desc:man elf: light skin tone; tags:light skin tone
code:U+1F9DD U+1F3FC U+200D U+2642 U+FE0F  ;desc:man elf: medium-light skin tone; tags:medium-light skin tone
code:U+1F9DD U+1F3FD U+200D U+2642 U+FE0F  ;desc:man elf: medium skin tone; tags:medium skin tone
code:U+1F9DD U+1F3FE U+200D U+2642 U+FE0F  ;desc:man elf: medium-dark skin tone; tags:medium-dark skin tone
code:U+1F9DD U+1F3FF U+200D U+2642 U+FE0F  ;desc:man elf: dark skin tone; tags:dark skin tone
code:U+1F9DE   ;desc:genie; tags:djinn
code:U+1F9DE U+200D U+2640 U+FE0F  ;desc:woman genie; tags:djinn
code:U+1F9DE U+200D U+2642 U+FE0F  ;desc:man genie; tags:djinn
code:U+1F9DF   ;desc:zombie; tags:undead | walking dead
code:U+1F9DF U+200D U+2640 U+FE0F  ;desc:woman zombie; tags:undead | walking dead
code:U+1F9DF U+200D U+2642 U+FE0F  ;desc:man zombie; tags:undead | walking dead
code:U+1F64D; desc:person frowning; tags:frown | gesture
code:U+1F64D U+1F3FB; desc:person frowning: light skin tone; tags:frown | gesture | light skin tone
code:U+1F64D U+1F3FC; desc:person frowning: medium-light skin tone; tags:frown | gesture | medium-light skin tone
code:U+1F64D U+1F3FD; desc:person frowning: medium skin tone; tags:frown | gesture | medium skin tone
code:U+1F64D U+1F3FE; desc:person frowning: medium-dark skin tone; tags:frown | gesture | medium-dark skin tone
code:U+1F64D U+1F3FF; desc:person frowning: dark skin tone; tags:dark skin tone | frown | gesture
code:U+1F64D U+200D U+2642 U+FE0F; desc:man frowning; tags:frowning | gesture | man
code:U+1F64D U+1F3FB U+200D U+2642 U+FE0F; desc:man frowning: light skin tone; tags:frowning | gesture | light skin tone | man
code:U+1F64D U+1F3FC U+200D U+2642 U+FE0F; desc:man frowning: medium-light skin tone; tags:frowning | gesture | man | medium-light skin tone
code:U+1F64D U+1F3FD U+200D U+2642 U+FE0F; desc:man frowning: medium skin tone; tags:frowning | gesture | man | medium skin tone
code:U+1F64D U+1F3FE U+200D U+2642 U+FE0F; desc:man frowning: medium-dark skin tone; tags:frowning | gesture | man | medium-dark skin tone
code:U+1F64D U+1F3FF U+200D U+2642 U+FE0F; desc:man frowning: dark skin tone; tags:dark skin tone | frowning | gesture | man
code:U+1F64D U+200D U+2640 U+FE0F; desc:woman frowning; tags:frowning | gesture | woman
code:U+1F64D U+1F3FB U+200D U+2640 U+FE0F; desc:woman frowning: light skin tone; tags:frowning | gesture | light skin tone | woman
code:U+1F64D U+1F3FC U+200D U+2640 U+FE0F; desc:woman frowning: medium-light skin tone; tags:frowning | gesture | medium-light skin tone | woman
code:U+1F64D U+1F3FD U+200D U+2640 U+FE0F; desc:woman frowning: medium skin tone; tags:frowning | gesture | medium skin tone | woman
code:U+1F64D U+1F3FE U+200D U+2640 U+FE0F; desc:woman frowning: medium-dark skin tone; tags:frowning | gesture | medium-dark skin tone | woman
code:U+1F64D U+1F3FF U+200D U+2640 U+FE0F; desc:woman frowning: dark skin tone; tags:dark skin tone | frowning | gesture | woman
code:U+1F64E; desc:person pouting; tags:gesture | pouting
code:U+1F64E U+1F3FB; desc:person pouting: light skin tone; tags:gesture | light skin tone | pouting
code:U+1F64E U+1F3FC; desc:person pouting: medium-light skin tone; tags:gesture | medium-light skin tone | pouting
code:U+1F64E U+1F3FD; desc:person pouting: medium skin tone; tags:gesture | medium skin tone | pouting
code:U+1F64E U+1F3FE; desc:person pouting: medium-dark skin tone; tags:gesture | medium-dark skin tone | pouting
code:U+1F64E U+1F3FF; desc:person pouting: dark skin tone; tags:dark skin tone | gesture | pouting
code:U+1F64E U+200D U+2642 U+FE0F; desc:man pouting; tags:gesture | man | pouting
code:U+1F64E U+1F3FB U+200D U+2642 U+FE0F; desc:man pouting: light skin tone; tags:gesture | light skin tone | man | pouting
code:U+1F64E U+1F3FC U+200D U+2642 U+FE0F; desc:man pouting: medium-light skin tone; tags:gesture | man | medium-light skin tone | pouting
code:U+1F64E U+1F3FD U+200D U+2642 U+FE0F; desc:man pouting: medium skin tone; tags:gesture | man | medium skin tone | pouting
code:U+1F64E U+1F3FE U+200D U+2642 U+FE0F; desc:man pouting: medium-dark skin tone; tags:gesture | man | medium-dark skin tone | pouting
code:U+1F64E U+1F3FF U+200D U+2642 U+FE0F; desc:man pouting: dark skin tone; tags:dark skin tone | gesture | man | pouting
code:U+1F64E U+200D U+2640 U+FE0F; desc:woman pouting; tags:gesture | pouting | woman
code:U+1F64E U+1F3FB U+200D U+2640 U+FE0F; desc:woman pouting: light skin tone; tags:gesture | light skin tone | pouting | woman
code:U+1F64E U+1F3FC U+200D U+2640 U+FE0F; desc:woman pouting: medium-light skin tone; tags:gesture | medium-light skin tone | pouting | woman
code:U+1F64E U+1F3FD U+200D U+2640 U+FE0F; desc:woman pouting: medium skin tone; tags:gesture | medium skin tone | pouting | woman
code:U+1F64E U+1F3FE U+200D U+2640 U+FE0F; desc:woman pouting: medium-dark skin tone; tags:gesture | medium-dark skin tone | pouting | woman
code:U+1F64E U+1F3FF U+200D U+2640 U+FE0F; desc:woman pouting: dark skin tone; tags:dark skin tone | gesture | pouting | woman
code:U+1F645; desc:person gesturing NO; tags:forbidden | gesture | hand | no | not | prohibited
code:U+1F645 U+1F3FB; desc:person gesturing NO: light skin tone; tags:forbidden | gesture | hand | light skin tone | no | not | prohibited
code:U+1F645 U+1F3FC; desc:person gesturing NO: medium-light skin tone; tags:forbidden | gesture | hand | medium-light skin tone | no | not | prohibited
code:U+1F645 U+1F3FD; desc:person gesturing NO: medium skin tone; tags:forbidden | gesture | hand | medium skin tone | no | not | prohibited
code:U+1F645 U+1F3FE; desc:person gesturing NO: medium-dark skin tone; tags:forbidden | gesture | hand | medium-dark skin tone | no | not | prohibited
code:U+1F645 U+1F3FF; desc:person gesturing NO: dark skin tone; tags:dark skin tone | forbidden | gesture | hand | no | not | prohibited
code:U+1F645 U+200D U+2642 U+FE0F; desc:man gesturing NO; tags:forbidden | gesture | hand | man | no | prohibited
code:U+1F645 U+1F3FB U+200D U+2642 U+FE0F; desc:man gesturing NO: light skin tone; tags:forbidden | gesture | hand | light skin tone | man | no | prohibited
code:U+1F645 U+1F3FC U+200D U+2642 U+FE0F; desc:man gesturing NO: medium-light skin tone; tags:forbidden | gesture | hand | man | medium-light skin tone | no | prohibited
code:U+1F645 U+1F3FD U+200D U+2642 U+FE0F; desc:man gesturing NO: medium skin tone; tags:forbidden | gesture | hand | man | medium skin tone | no | prohibited
code:U+1F645 U+1F3FE U+200D U+2642 U+FE0F; desc:man gesturing NO: medium-dark skin tone; tags:forbidden | gesture | hand | man | medium-dark skin tone | no | prohibited
code:U+1F645 U+1F3FF U+200D U+2642 U+FE0F; desc:man gesturing NO: dark skin tone; tags:dark skin tone | forbidden | gesture | hand | man | no | prohibited
code:U+1F645 U+200D U+2640 U+FE0F; desc:woman gesturing NO; tags:forbidden | gesture | hand | no | prohibited | woman
code:U+1F645 U+1F3FB U+200D U+2640 U+FE0F; desc:woman gesturing NO: light skin tone; tags:forbidden | gesture | hand | light skin tone | no | prohibited | woman
code:U+1F645 U+1F3FC U+200D U+2640 U+FE0F; desc:woman gesturing NO: medium-light skin tone; tags:forbidden | gesture | hand | medium-light skin tone | no | prohibited | woman
code:U+1F645 U+1F3FD U+200D U+2640 U+FE0F; desc:woman gesturing NO: medium skin tone; tags:forbidden | gesture | hand | medium skin tone | no | prohibited | woman
code:U+1F645 U+1F3FE U+200D U+2640 U+FE0F; desc:woman gesturing NO: medium-dark skin tone; tags:forbidden | gesture | hand | medium-dark skin tone | no | prohibited | woman
code:U+1F645 U+1F3FF U+200D U+2640 U+FE0F; desc:woman gesturing NO: dark skin tone; tags:dark skin tone | forbidden | gesture | hand | no | prohibited | woman
code:U+1F646; desc:person gesturing OK; tags:gesture | hand | OK
code:U+1F646 U+1F3FB; desc:person gesturing OK: light skin tone; tags:gesture | hand | light skin tone | OK
code:U+1F646 U+1F3FC; desc:person gesturing OK: medium-light skin tone; tags:gesture | hand | medium-light skin tone | OK
code:U+1F646 U+1F3FD; desc:person gesturing OK: medium skin tone; tags:gesture | hand | medium skin tone | OK
code:U+1F646 U+1F3FE; desc:person gesturing OK: medium-dark skin tone; tags:gesture | hand | medium-dark skin tone | OK
code:U+1F646 U+1F3FF; desc:person gesturing OK: dark skin tone; tags:dark skin tone | gesture | hand | OK
code:U+1F646 U+200D U+2642 U+FE0F; desc:man gesturing OK; tags:gesture | hand | man | OK
code:U+1F646 U+1F3FB U+200D U+2642 U+FE0F; desc:man gesturing OK: light skin tone; tags:gesture | hand | light skin tone | man | OK
code:U+1F646 U+1F3FC U+200D U+2642 U+FE0F; desc:man gesturing OK: medium-light skin tone; tags:gesture | hand | man | medium-light skin tone | OK
code:U+1F646 U+1F3FD U+200D U+2642 U+FE0F; desc:man gesturing OK: medium skin tone; tags:gesture | hand | man | medium skin tone | OK
code:U+1F646 U+1F3FE U+200D U+2642 U+FE0F; desc:man gesturing OK: medium-dark skin tone; tags:gesture | hand | man | medium-dark skin tone | OK
code:U+1F646 U+1F3FF U+200D U+2642 U+FE0F; desc:man gesturing OK: dark skin tone; tags:dark skin tone | gesture | hand | man | OK
code:U+1F646 U+200D U+2640 U+FE0F; desc:woman gesturing OK; tags:gesture | hand | OK | woman
code:U+1F646 U+1F3FB U+200D U+2640 U+FE0F; desc:woman gesturing OK: light skin tone; tags:gesture | hand | light skin tone | OK | woman
